fsr0,fsr1,fsr2,fsr3
0,0,222.63,0
0,0,216.63,0
0,0,212.82,0
0,0,208.78,0
0,0,204.63,0
0,0,202.73,0
0,0,205.84,0
0,0,214.14,0
0,0,222.84,0
0,0,227.78,0
0,0,226.81,0
0,0,222.52,0
0,0,218.28,0
0,0,214.28,0
0,0,209.36,0
0,0,202.33,0
0,0,196.52,0
0,0,194.97,0
0,0,197.26,0
0,0,200.13,0
0,0,200.14,0
0,0,199.18,0
0,0,199.28,0
0,0,200.59,0
0,0,200.93,0
0,0,199.03,0
0,0,197.99,0
0,0,199.4,0
0,0,202.29,0
0,0,202.55,0
0,0,197.97,0
0,0,191.13,0
0,0,184.53,0
0,0,180.3,0
0,0,177.21,0
0,0,175.32,0
0,0,176.61,0
0,0,182,0
0,0,191.15,0
0,0,199.84,0
0,0,205.44,0
0,0,207.46,0
0,0,207.73,0
0,0,209.14,0
0,0,211.51,0
0,0,214.78,0
0,0,217.81,0
0,0,221.65,0
0,0,228.86,0
0,0,240.39,0
0,0,255.22,0
0,0,267.89,0
0,0,274.37,0
0,0,274.7,0
0,0,274.01,0
0,0,278.19,0
0,0,286.27,0
0,0,293.61,0
0,0,295.53,0
0,0,293.77,0
0,0,293.24,0
0,0,294.64,0
0,0,294.71,0
0,0,289.8,0
0,0,282.9,0
0,0,279.16,0
0,0,279.57,0
0,0,280.19,0
0,0,276.35,0
0,0,270.25,0
0,0,265.66,0
0,0,263.5,0
0,0,260.06,0
0,0,251.66,0
0,0,241.05,0
0,0,233.34,0
0,0,232.67,0
0,0,237.09,0
0,0,241.65,0
0,0,243.16,0
0,0,240.53,0
0,0,236.65,0
0,0,232.63,0
0,0,228.92,0
0,0,225.32,0
0,0,221.84,0
0,0,220.25,0
0,0,219.37,0
0,0,217.84,0
0,0,214.47,0
0,0,211.27,0
0,0,212.14,0
0,0,216.09,0
0,0,219.78,0
0,0,218.76,0
0,0,214.48,0
0,0,211.78,0
0,0,212.19,0
0,0,213.95,0
0,0,213.5,0
0,0,212.84,0
0,0,215.72,0
0,0,222.6,0
0,0,230.15,0
0,0,233.84,0
0,0,235.36,0
0,0,237.67,0
0,0,242.4,0
0,0,248.2,0
0,0,253.23,0
0,0,258.89,0
0,0,264.98,0
0,0,269.89,0
0,0,270.95,0
0,0,268.86,0
0,0,268.18,0
0,0,270.69,0
0,0,275.45,0
0,0,278.75,0
0,0,280.35,0
0,0,282.71,0
0,0,286.22,0
0,0,289.02,0
0,0,287.58,0
0,0,282.6,0
0,0,276.82,0
0,0,272.02,0
0,0,268.18,0
0,0,263.69,0
0,0,260.08,0
0,0,257.97,0
0,0,256.75,0
0,0,254.43,0
0,0,249.82,0
0,0,245.68,0
0,0,244.01,0
0,0,245.6,0
0,0,247.73,0
0,0,247.77,0
0,0,246.17,0
0,0,244.22,0
0,0,244.52,0
0,0,245.72,0
0,0,245.44,0
0,0,242.16,0
0,0,236.6,0
0,0,232.58,0
0,0,231.11,0
0,0,231.71,0
0,0,231.92,0
0,0,230.86,0
0,0,230.15,0
0,0,229.48,0
0,0,228.75,0
0,0,226.44,0
0,0,224.03,0
0,0,224.41,0
0,0,227.66,0
0,0,231.66,0
0,0,231.57,0
0,0,226.89,0
0,0,220.49,0
0,0,216.52,0
0,0,218.15,0
0,0,223.87,0
0,0,232.47,0
0,0,240.89,0
0,0,247.41,0
0,0,251.74,0
0,0,253.82,0
0,0,255.73,0
0,0,257.42,0
0,0,259.49,0
0,0,262.24,0
0,0,266.42,0
0,0,273.18,0
0,0,280.06,0
0,0,285.09,0
0,0,286.52,0
0,0,286.74,0
0,0,290.19,0
0,0,298.67,0
0,0,311.45,0
0,0,324.31,0
0,0,335.06,0
0,0,342.85,0
0,0,347.68,0
0,0,350.23,0
0,0,350.18,0
0,0,349.46,0
0,0,348.5,0
0,0,346.89,0
0,0,343.11,0
0,0,335.79,0
0,0,326.95,0
0,0,318.42,0
0,0,312.49,0
0,0,308.64,0
0,0,304.71,0
0,0,299.2,0
0,0,290.32,0
0,0,280.08,0
0,0,270.63,0
0,0,265.01,0
0,0,264.19,0
0,0,265.33,0
0,0,265.52,0
0,0,261.71,0
0,0,255.59,0
0,0,250.02,0
0,0,247.33,0
0,0,248.17,0
0,0,249.92,0
0,0,252.25,0
0,0,253.96,0
0,0,255.52,0
0,0,257.46,0
0,0,259.64,0
0,0,263.29,0
0,0,267.25,0
0,0,271.18,0
0,0,273.93,0
0,0,275.43,0
0,0,277.19,0
0,0,278.61,0
0,0,280.44,0
0,0,281.76,0
0,0,283,0
0,0,284.24,0
0,0,283.15,0
0,0,278.56,0
0,0,270.12,0
0,0,262.37,0
0,0,259.74,0
0,0,263.15,0
0,0,270.18,0
0,0,275.67,0
0,0,278.61,0
0,0,279.18,0
0,0,278.98,0
0,0,279.16,0
0,0,279.97,0
0,0,283.21,0
0,0,288.36,0
0,0,294.64,0
0,0,299.93,0
0,0,303.26,0
0,0,306.21,0
0,0,309.07,0
0,0,312.76,0
0,0,315.58,0
0,0,316.9,0
0,0,317.04,0
0,0,315.97,0
0,0,314.57,0
0,0,311.78,0
0,0,308.28,0
0,0,304.58,0
0,0,301.25,0
0,0,299.2,0
0,0,297.24,0
0,0,295.78,0
0,0,293.7,0
0,0,291.06,0
0,0,288.64,0
0,0,286.72,0
0,0,286.24,0
0,0,284.83,0
0,0,280.93,0
0,0,273.93,0
0,0,266.23,0
0,0,262.18,0
0,0,262.28,0
0,0,265.67,0
0,0,268.55,0
0,0,269.98,0
0,0,271.41,0
0,0,273.53,0
0,0,276.63,0
0,0,277.97,0
0,0,277.57,0
0,0,276.8,0
0,0,277.84,0
0,0,282.19,0
0,0,287.34,0
0,0,291.92,0
0,0,293.85,0
0,0,293.89,0
0,0,294.25,0
0,0,295.87,0
0,0,299.43,0
0,0,301.91,0
0,0,301.69,0
0,0,298.47,0
0,0,294.4,0
0,0,293.2,0
0,0,294.79,0
0,0,298.6,0
0,0,301.79,0
0,0,303.73,0
0,0,305.44,0
0,0,306.98,0
0,0,308.86,0
0,0,309.62,0
0,0,310.24,0
0,0,311.89,0
0,0,315.22,0
0,0,320.21,0
0,0,324.25,0
0,0,327.28,0
0,0,328.93,0
0,0,330.4,0
0,0,332.59,0
0,0,334.76,0
0,0,336.9,0
0,0,337.2,0
0,0,335.76,0
0,0,332.64,0
0,0,328.61,0
0,0,325.22,0
0,0,321.88,0
0,0,319.71,0
0,0,318.38,0
0,0,318.6,0
0,0,320.56,0
0,0,322.45,0
0,0,323.31,0
0,0,321.17,0
0,0,317.4,0
0,0,313.64,0
0,0,311.12,0
0,0,310.21,0
0,0,308.1,0
0,0,304.28,0
0,0,298.2,0
0,0,292.15,0
0,0,288.6,0
0,0,287.57,0
0,0,288.83,0
0,0,289.87,0
0,0,290.7,0
0,0,291.12,0
0,0,290.98,0
0,0,291.2,0
0,0,291.78,0
0,0,295.14,0
0,0,299.96,0
0,0,303.53,0
0,0,303.88,0
0,0,301.93,0
0,0,302.57,0
0,0,306,0
0,0,308.86,0
0,0,306.08,0
0,0,297.93,0
0,0,291.2,0
0,0,289.99,0
0,0,294.72,0
0,0,299.97,0
0,0,302.84,0
0,0,304.35,0
0,0,305.52,0
0,0,306.99,0
0,0,306.87,0
0,0,306.5,0
0,0,307.91,0
0,0,311.81,0
0,0,317.21,0
0,0,320.84,0
0,0,323.31,0
0,0,325.15,0
0,0,327.27,0
0,0,329.5,0
0,0,330.86,0
0,0,332.73,0
0,0,334.88,0
0,0,337.62,0
0,0,339.78,0
0,0,340.71,0
0,0,341.23,0
0,0,340.1,0
0,0,337.64,0
0,0,333.29,0
0,0,328.99,0
0,0,326.86,0
0,0,326.12,0
0,0,325.51,0
0,0,322.71,0
0,0,319.45,0
0,0,317.44,0
0,0,316.5,0
0,0,315.21,0
0,0,311.22,0
0,0,306.72,0
0,0,302.78,0
0,0,299.59,0
0,0,296.41,0
0,0,293.31,0
0,0,293.62,0
0,0,296.87,0
0,0,300.47,0
0,0,300.48,0
0,0,297.34,0
0,0,296.2,0
0,0,298.66,0
0,0,303.59,0
0,0,305.95,0
0,0,304.78,0
0,0,302.67,0
0,0,300.67,0
0,0,298.74,0
0,0,294.76,0
0,0,291.34,0
0,0,291.77,0
0,0,296.55,0
0,0,303.2,0
0,0,306.91,0
0,0,308.55,0
0,0,310.15,0
0,0,313.9,0
0,0,319.09,0
0,0,322.54,0
0,0,324.06,0
0,0,324.19,0
0,0,325.87,0
0,0,329.85,0
0,0,334.69,0
0,0,339.23,0
0,0,341.76,0
0,0,344.15,0
0,0,346.32,0
0,0,347.79,0
0,0,348.06,0
0,0,347.4,0
0,0,348.69,0
0,0,351.1,0
0,0,352.32,0
0,0,349.25,0
0,0,342.58,0
0,0,337.23,0
0,0,334.95,0
0,0,335.26,0
0,0,333.84,0
0,0,329.7,0
0,0,325.32,0
0,0,322.53,0
0,0,322.17,0
0,0,321.54,0
0,0,320.52,0
0,0,319.9,0
0,0,320.63,0
0,0,323.22,0
0,0,325.32,0
0,0,327.38,0
0,0,328.92,0
0,0,330.37,0
0,0,331.04,0
0,0,328.48,0
0,0,323.38,0
0,0,317.15,0
0,0,314.33,0
0,0,316.21,0
0,0,319.75,0
0,0,321.22,0
0,0,317.85,0
0,0,313.94,0
0,0,312.81,0
0,0,315.26,0
0,0,318.65,0
0,0,319.9,0
0,0,320.85,0
0,0,322.78,0
0,0,326.64,0
0,0,330.34,0
0,0,332.31,0
0,0,334.22,0
0,0,336.62,0
0,0,341.07,0
0,0,346.04,0
0,0,351.27,0
0,0,357.4,0
0,0,363.81,0
0,0,370.17,0
0,0,373.65,0
0,0,374.06,0
0,0,372.07,0
0,0,369.19,0
0,0,367.25,0
0,0,364.91,0
0,0,362.42,0
0,0,358.69,0
0,0,354.61,0
0,0,351.61,0
0,0,349.57,0
0,0,349.17,0
0,0,349.02,0
0,0,349.59,0
0,0,350.23,0
0,0,349.57,0
0,0,347.23,0
0,0,342.39,0
0,0,338.23,0
0,0,335.94,0
0,0,335.74,0
0,0,336.06,0
0,0,334.59,0
0,0,332.58,0
0,0,330.4,0
0,0,329.79,0
0,0,330.26,0
0,0,330.89,0
0,0,332.22,0
0,0,333.06,0
0,0,334.55,0
0,0,335.51,0
0,0,335.88,0
0,0,336.12,0
0,0,335.96,0
0,0,336.9,0
0,0,338.17,0
0,0,340.46,0
0,0,343.04,0
0,0,345.09,0
0,0,347.23,0
0,0,348.93,0
0,0,352.33,0
0,0,356.89,0
0,0,361.79,0
0,0,365.75,0
0,0,367.35,0
0,0,368.11,0
0,0,368.12,0
0,0,368.64,0
0,0,369.3,0
0,0,369.62,0
0,0,370.25,0
0,0,369.91,0
0,0,369.02,0
0,0,365.77,0
0,0,359.87,0
0,0,352.63,0
0,0,345.75,0
0,0,342.41,0
0,0,341.97,0
0,0,343.36,0
0,0,344.19,0
0,0,343.41,0
0,0,342.23,0
0,0,340.1,0
0,0,338.08,0
0,0,335.32,0
0,0,332.86,0
0,0,332.06,0
0,0,332.34,0
0,0,333.17,0
0,0,331.94,0
0,0,329.49,0
0,0,327.25,0
0,0,326.56,0
0,0,328.22,0
0,0,329.77,0
0,0,331.52,0
0,0,332.66,0
0,0,333.87,0
0,0,335.33,0
0,0,335.32,0
0,0,333.78,0
0,0,329.35,0
0,0,323.89,0
0,0,319.59,0
0,0,318.46,0
0,0,321.22,0
0,0,323.88,0
0,0,324.13,0
0,0,320.47,0
0,0,316.36,0
0,0,316.6,0
0,0,322.27,0
0,0,332.11,0
0,0,341.51,0
0,0,349.24,0
0,0,355.33,0
0,0,360.2,0
0,0,364.24,0
0,0,365.86,0
0,0,366.78,0
0,0,367.61,0
0,0,369.03,0
0,0,370.23,0
0,0,368.9,0
0,0,365.25,0
0,0,358.68,0
0,0,350.89,0
0,0,342.87,0
0,0,335.87,0
0,0,332.22,0
0,0,331.68,0
0,0,334.61,0
0,0,337.82,0
0,0,338.47,0
0,0,335.06,0
0,0,327.65,0
0,0,320.34,0
0,0,315.76,0
0,0,316.47,0
0,0,321.21,0
0,0,326.81,0
0,0,331.22,0
0,0,332.23,0
0,0,332.14,0
0,0,332.1,0
0,0,333.61,0
0,0,336.76,0
0,0,339.59,0
0,0,341.9,0
0,0,342.19,0
0,0,341.58,0
0,0,340.64,0
0,0,339.8,0
0,0,340.23,0
0,0,340.78,0
0,0,342.39,0
0,0,343.95,0
0,0,345.24,0
0,0,346.25,0
0,0,346.42,0
0,0,347.04,0
0,0,347.43,0
0,0,348.32,0
0,0,349.59,0
0,0,351.24,0
0,0,354.24,0
0,0,357.17,0
0,0,360.24,0
0,0,361.76,0
0,0,361.74,0
0,0,360.88,0
0,0,359.07,0
0,0,357.52,0
0,0,355.45,0
0,0,353.85,0
0,0,352.45,0
0,0,350.3,0
0,0,347.23,0
0,0,342.19,0
0,0,337.61,0
0,0,334.11,0
0,0,332.29,0
0,0,332.17,0
0,0,333.14,0
0,0,336.39,0
0,0,339.74,0
0,0,341.18,0
0,0,338.31,0
0,0,331.64,0
0,0,325.22,0
0,0,320.62,0
0,0,319.23,0
0,0,318.78,0
0,0,318.87,0
0,0,320.56,0
0,0,323.71,0
0,0,328.31,0
0,0,331.4,0
0,0,332.79,0
0,0,333.07,0
0,0,333.41,0
0,0,335.22,0
0,0,336.82,0
0,0,338.58,0
0,0,339.48,0
0,0,340.11,0
0,0,341.4,0
0,0,342.96,0
0,0,345.61,0
0,0,348.01,0
0,0,350.56,0
0,0,352.95,0
0,0,354.89,0
0,0,357.24,0
0,0,359.12,0
0,0,361.93,0
0,0,364.59,0
0,0,366.41,0
0,0,367.18,0
0,0,366.94,0
0,0,367.89,0
0,0,369.02,0
0,0,369.23,0
0,0,366.62,0
0,0,361.49,0
0,0,357.24,0
0,0,354.81,0
0,0,354.96,0
0,0,354.77,0
0,0,353.02,0
0,0,350.62,0
0,0,348.6,0
0,0,348.92,0
0,0,350.07,0
0,0,351.51,0
0,0,352.14,0
0,0,351.64,0
0,0,351.24,0
0,0,350.21,0
0,0,350.07,0
0,0,349.95,0
0,0,349.9,0
0,0,350.13,0
0,0,350.04,0
0,0,350.94,0
0,0,351.82,0
0,0,353.24,0
0,0,354.39,0
0,0,354.48,0
0,0,354.24,0
0,0,352.97,0
0,0,352.85,0
0,0,353.52,0
0,0,354.81,0
0,0,356.38,0
0,0,357.3,0
0,0,358.86,0
0,0,359.87,0
0,0,360.33,0
0,0,359.59,0
0,0,358.33,0
0,0,359.24,0
0,0,362.07,0
0,0,367.11,0
0,0,371.45,0
0,0,373.95,0
0,0,375.34,0
0,0,376.28,0
0,0,378.64,0
0,0,381.04,0
0,0,383.23,0
0,0,384.32,0
0,0,384.15,0
0,0,384.26,0
0,0,384.39,0
0,0,386.2,0
0,0,388.29,0
0,0,389.69,0
0,0,390.13,0
0,0,389.75,0
0,0,390.86,0
0,0,392.25,0
0,0,392.86,0
0,0,390.98,0
0,0,387.17,0
0,0,384.26,0
0,0,381.67,0
0,0,378.9,0
0,0,373.41,0
0,0,366.43,0
0,0,361.35,0
0,0,359.5,0
0,0,360.85,0
0,0,361.62,0
0,0,361.04,0
0,0,359.17,0
0,0,356.59,0
0,0,354.24,0
0,0,351.02,0
0,0,349.26,0
0,0,349.28,0
0,0,351.13,0
0,0,353.47,0
0,0,353.99,0
0,0,353.45,0
0,0,351.19,0
0,0,348.58,0
0,0,346.07,0
0,0,344.71,0
0,0,346.23,0
0,0,348.4,0
0,0,350.12,0
0,0,349.11,0
0,0,346.83,0
0,0,346.16,0
0,0,347.71,0
0,0,351.42,0
0,0,354.54,0
0,0,357.35,0
0,0,360.2,0
0,0,362.92,0
0,0,365.24,0
0,0,365.32,0
0,0,365.57,0
0,0,367.59,0
0,0,372.68,0
0,0,379.41,0
0,0,383.81,0
0,0,385.25,0
0,0,384.34,0
0,0,384.83,0
0,0,386.88,0
0,0,386.4,0
0,0,379.25,0
0,0,363.78,0
0,0,346.76,0
0,0,334.7,0
0,0,330.82,0
0,0,332.65,0
0,0,334.9,0
0,0,336.13,0
0,0,335.43,0
0,0,334.43,0
0,0,333.97,0
0,0,335.53,0
0,0,341.23,0
0,0,348.54,0
0,0,354.84,0
0,0,356.18,0
0,0,353.53,0
0,0,350.59,0
0,0,348.58,0
0,0,347.53,0
0,0,344.58,0
0,0,341.23,0
0,0,339.75,0
0,0,341.03,0
0,0,344.23,0
0,0,345.44,0
0,0,345.34,0
0,0,344.67,0
0,0,345.28,0
0,0,347.63,0
0,0,349.99,0
0,0,352.67,0
0,0,354.85,0
0,0,357.81,0
0,0,361.69,0
0,0,366.29,0
0,0,372.25,0
0,0,377.99,0
0,0,383.99,0
0,0,388.68,0
0,0,391.71,0
0,0,393.33,0
0,0,393.44,0
0,0,394.03,0
0,0,394.8,0
0,0,396.31,0
0,0,397.29,0
0,0,396.4,0
0,0,394.26,0
0,0,390.68,0
0,0,388.02,0
0,0,385.56,0
0,0,382.18,0
0,0,376.86,0
0,0,369.36,0
0,0,363.11,0
0,0,359.59,0
0,0,359.92,0
0,0,361.7,0
0,0,361.73,0
0,0,359.24,0
0,0,353.7,0
0,0,348.63,0
0,0,345.4,0
0,0,345.22,0
0,0,347.68,0
0,0,350.33,0
0,0,352.82,0
0,0,353.72,0
0,0,354.47,0
0,0,355.38,0
0,0,355.93,0
0,0,356.24,0
0,0,354.88,0
0,0,354.13,0
0,0,354.19,0
0,0,355.46,0
0,0,357.49,0
0,0,358.91,0
0,0,360.8,0
0,0,362.23,0
0,0,363.58,0
0,0,364.14,0
0,0,363.84,0
0,0,364.24,0
0,0,364.53,0
0,0,365.66,0
0,0,366.6,0
0,0,367.99,0
0,0,370.75,0
0,0,373.81,0
0,0,376.8,0
0,0,377.53,0
0,0,377.15,0
0,0,377.25,0
0,0,379.15,0
0,0,383.26,0
0,0,386.15,0
0,0,386.81,0
0,0,384.03,0
0,0,379.53,0
0,0,375.3,0
0,0,370.95,0
0,0,367,0
0,0,362.81,0
0,0,360.83,0
0,0,361.58,0
0,0,362.89,0
0,0,362.24,0
0,0,357.39,0
0,0,352.38,0
0,0,350.21,0
0,0,352.06,0
0,0,355.82,0
0,0,358.17,0
0,0,359.89,0
0,0,360.94,0
0,0,362.4,0
0,0,363.2,0
0,0,362.87,0
0,0,363.24,0
0,0,363.81,0
0,0,365.02,0
0,0,364.24,0
0,0,361.09,0
0,0,357.41,0
0,0,354.87,0
0,0,355.73,0
0,0,357.96,0
0,0,360.3,0
0,0,361.18,0
0,0,360.76,0
0,0,361.24,0
0,0,362.49,0
0,0,365.66,0
0,0,369.07,0
0,0,372.32,0
0,0,375.83,0
0,0,379.25,0
0,0,383.43,0
0,0,386.35,0
0,0,387.9,0
0,0,387.89,0
0,0,387.11,0
0,0,387.26,0
0,0,386.92,0
0,0,386.06,0
0,0,382.7,0
0,0,377.1,0
0,0,370.86,0
0,0,364.8,0
0,0,360.81,0
0,0,357.7,0
0,0,355.78,0
0,0,354.65,0
0,0,354.19,0
0,0,355.24,0
0,0,356.16,0
0,0,357.63,0
0,0,358.4,0
0,0,358.71,0
0,0,359.2,0
0,0,359.53,0
0,0,360.89,0
0,0,361.84,0
0,0,362.72,0
0,0,363.11,0
0,0,363.15,0
0,0,364.24,0
0,0,365.3,0
0,0,367.33,0
0,0,368.83,0
0,0,369.62,0
0,0,370.2,0
0,0,370.43,0
0,0,371.85,0
0,0,373.05,0
0,0,373.96,0
0,0,373.88,0
0,0,373.03,0
0,0,373.25,0
0,0,373.83,0
0,0,375.52,0
0,0,376.49,0
0,0,376.4,0
0,0,376.04,0
0,0,375.87,0
0,0,377.68,0
0,0,380.06,0
0,0,382.73,0
0,0,384.78,0
0,0,386.23,0
0,0,388.26,0
0,0,389.23,0
0,0,389.48,0
0,0,388.02,0
0,0,386.33,0
0,0,386.23,0
0,0,387.08,0
0,0,388.22,0
0,0,386.53,0
0,0,382.67,0
0,0,378.51,0
0,0,376.32,0
0,0,377.25,0
0,0,377.71,0
0,0,376.4,0
0,0,372.55,0
0,0,369.28,0
0,0,369.37,0
0,0,371.05,0
0,0,371.59,0
0,0,367.3,0
0,0,360.56,0
0,0,355.34,0
0,0,353.98,0
0,0,356.24,0
0,0,358.05,0
0,0,359.56,0
0,0,360.88,0
0,0,363.33,0
0,0,366.77,0
0,0,369,0
0,0,370.16,0
0,0,369.39,0
0,0,368.38,0
0,0,368.07,0
0,0,369.41,0
0,0,373.25,0
0,0,376.93,0
0,0,379.16,0
0,0,378.02,0
0,0,375.33,0
0,0,374.06,0
0,0,374.92,0
0,0,377.68,0
0,0,379.52,0
0,0,380.64,0
0,0,381.33,0
0,0,381.79,0
0,0,382.26,0
0,0,381.93,0
0,0,382.2,0
0,0,381.3,0
0,0,376.46,0
0,0,365.47,0
0,0,350.16,0
0,0,336.47,0
0,0,326.22,0
0,0,317.48,0
0,0,306.12,0
0,0,293.17,0
0,0,284.19,0
0,0,281.12,0
0,0,281.46,0
0,0,279.34,0
0,0,274.55,0
0,0,270.47,0
0,0,268.51,0
0,0,266.12,0
0,0,259.11,0
0,0,248.78,0
0,0,237.54,0
0,0,225.25,0
0,0,208.14,0
0,0,184.23,0
0,0,159.94,0
0,0,143.54,0
0,0,139.89,0
0,0,145.54,0
0,0,153.38,0
0,0,158.65,0
0,0,158.02,0
0,0,151.51,0
0,0,139.66,0
0,0,125.1,0
0,0,112.08,0
0,0,100.92,0
0,0,90.665,0
0,0,77.59,0
0,0,61.235,0
0,0,44.825,0
0,0,31.883,0
0,0,24.858,0
0,0,20.829,0
0,0,17.201,0
0,0,13.472,0
0,0,12.254,0
0,0,16.011,0
0,0,20.605,0
0,0,21.695,0
0,0,19.718,0
0,0,25.427,0
0,0,52.376,0
0,0,103.05,0
0,0,167.17,0
0,0,227.59,0
0,0,274.02,0
0,0,304.26,0
0,0,319.25,0
0,0,321.22,0
0,0,313.23,0
0,0,303.69,0
0,0,299.09,0
0,0,299.72,0
0,0,301.28,0
0,0,300.26,0
0,0,299.81,0
0,0,303.19,0
0,0,309.99,0
0,0,316.3,0
0,0,319.43,0
0,0,322.22,0
0,0,326.92,0
0,0,333.64,0
0,0,338.88,0
0,0,340.4,0
0,0,340.08,0
0,0,340.38,0
0,0,343.35,0
0,0,347.4,0
0,0,350.9,0
0,0,352.31,0
0,0,351.27,0
0,0,349.23,0
0,0,346.21,0
0,0,344.44,0
0,0,343.83,0
0,0,344.55,0
0,0,346.57,0
0,0,348.9,0
0,0,352.41,0
0,0,355.99,0
0,0,359.56,0
0,0,361.5,0
0,0,359.97,0
0,0,355.24,0
0,0,347.96,0
0,0,342.41,0
0,0,340.03,0
0,0,340.65,0
0,0,342.42,0
0,0,343.32,0
0,0,344.78,0
0,0,346.83,0
0,0,350.08,0
0,0,353.13,0
0,0,354.92,0
0,0,356.24,0
0,0,356.05,0
0,0,355.5,0
0,0,354.36,0
0,0,354.37,0
0,0,356.68,0
0,0,358.81,0
0,0,358.02,0
0,0,351.1,0
0,0,340.82,0
0,0,331.92,0
0,0,328.05,0
0,0,330.22,0
0,0,334.74,0
0,0,340.19,0
0,0,344.24,0
0,0,346.43,0
0,0,347.13,0
0,0,346.71,0
0,0,347.77,0
0,0,349.88,0
0,0,352.71,0
0,0,354.59,0
0,0,355.1,0
0,0,356.24,0
0,0,357.56,0
0,0,359.59,0
0,0,360.11,0
0,0,359.05,0
0,0,357.91,0
0,0,357.39,0
0,0,358.81,0
0,0,360.13,0
0,0,360.98,0
0,0,361.17,0
0,0,360.99,0
0,0,360.24,0
0,0,359.07,0
0,0,360.1,0
0,0,363.1,0
0,0,365.51,0
0,0,364.87,0
0,0,364.63,0
0,0,370.45,0
0,0,378.93,0
0,0,380.49,0
0,0,372.29,0
0,0,367.9,0
0,0,379.25,0
0,0,394.2,0
0,0,389.17,0
0,0,364.76,0
0,0,358.39,0
0,0,395.18,0
0,0,437.05,0
0,0,405.17,0
0,0,265.89,0
0,0,83.986,0
